respondent_id,_true_persona_segment,_is_noisy_responder,_is_outlier,A1_age_group,A2_residency_status,A3_emirate,A4_occupation_status,A5_gender,B1_stress_frequency,B2_stress_severity_1to10,B4_coping_ability,C1_stigma_comfort_1to5,C2_stigma_judged,D1_interest_in_tool,D3_recommend_likelihood_1to5,E1_ai_comfort_1to5,E4_ai_rec_likelihood_1to5,E5_trust_preference,F1_would_use,F2_would_pay,F4_language_preference,B3_Academics / studies,B3_Career or work,B3_Cultural or religious expectations,B3_Family expectations,B3_Friendships or romantic relationships,B3_Future or financial uncertainty,B3_Other,B3_Social media or self-image,B5_Family,B5_Friends,B5_No one,B5_Online community,B5_Other,B5_Religious or community figure,B5_Teacher or mentor,B5_Therapist or counselor,C3_Cost,C3_Dont know where to go,C3_Family disapproval,C3_Fear of being judged,C3_Feel its not serious enough,C3_Lack of privacy,C3_Lack of time,C3_Nothing stops me,D2_24/7 chat-based support,D2_Academic or work-life coaching,D2_Access to licensed therapists,D2_Crisis support,D2_Mood tracking over time,D2_Peer community my age,D2_Personalized advice,D2_Quick stress relief techniques,E2_Accuracy or safety of advice,E2_Cant replace real therapy,E2_Conflicts with religious or cultural values,E2_Lack of real empathy,E2_No real concerns,E2_Privacy or data security,E3_Built with mental health professionals,E3_Endorsed by religious or community leaders,E3_Free or low-cost access,E3_Nothing would increase trust,E3_Option to escalate to human,E3_Positive reviews from peers,E3_Strong privacy guarantees,F3_In-person workshops,F3_Mobile app,F3_Social media-based content,F3_Website,F3_WhatsApp or chat-based
62,Low_Need_Indifferent,1,0,21-24,UAE National (Emirati),Dubai,In college or university,Female,Rarely,5,"Yes, definitely",4,Somewhat,Probably,5,1,2,AI on its own,Maybe,Only if free version available,Arabic,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0
63,Low_Need_Indifferent,0,0,25-27,Expatriate resident,Sharjah,Both studying and working,Prefer not to say,Rarely,3,Somewhat,3,Somewhat,Probably not,2,5,2,AI + human (hybrid),"Yes, definitely",Only if free version available,English,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1
64,Distressed_Skeptic,0,0,18-20,Expatriate resident,Abu Dhabi,In college or university,Male,Almost always,8,"No, not really",3,Somewhat,Probably,3,3,1,Human professional only,Maybe,No,Other,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
65,Curious_Pragmatist,1,0,25-27,UAE National (Emirati),Dubai,Working professional,Female,Often,4,"No, not really",2,"Yes, a lot",Definitely,3,2,4,AI + human (hybrid),"Yes, definitely","Yes, willing to pay",Arabic,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0
66,Distressed_Skeptic,0,0,21-24,UAE National (Emirati),Sharjah,In college or university,Male,Almost always,9,Somewhat,3,"Yes, a lot",Probably,2,2,3,Human professional only,No,No,Both English and Arabic,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1
67,Curious_Pragmatist,0,0,21-24,International student (short-term),Dubai,Working professional,Female,Sometimes,7,"No, not really",2,Somewhat,Probably not,3,3,3,Human professional only,"Yes, definitely",Only if free version available,English,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0
68,Distressed_Skeptic,0,0,21-24,UAE National (Emirati),Dubai,In college or university,Female,Often,8,Somewhat,2,"Yes, a lot",Not sure,2,2,2,Human professional only,No,No,Arabic,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,1
69,Resilient_Optimizer,0,0,15-17,International student (short-term),Abu Dhabi,Both studying and working,Prefer not to say,Sometimes,3,"Yes, definitely",4,Not at all,Not sure,4,4,3,Human professional only,Maybe,Only if free version available,English,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1
70,Distressed_Skeptic,0,0,21-24,Expatriate resident,Ras Al Khaimah,In college or university,Female,Often,7,"Yes, definitely",1,"Yes, a lot",Probably not,2,2,1,Human professional only,No,Only if free version available,Both English and Arabic,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1
71,Low_Need_Indifferent,0,0,15-17,Expatriate resident,Dubai,In school (middle/high school),Female,Rarely,4,"Yes, definitely",3,Not at all,Definitely not,2,3,3,No preference,"Yes, definitely",No,English,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0
72,Curious_Pragmatist,0,0,25-27,Expatriate resident,Fujairah,Working professional,Male,Sometimes,5,Not sure,3,Somewhat,Definitely,4,3,2,AI + human (hybrid),Maybe,Only if free version available,Both English and Arabic,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1
73,Tech_Savvy_Trusting,0,0,15-17,UAE National (Emirati),Abu Dhabi,Currently not studying or working,Female,Often,7,Somewhat,2,Somewhat,Probably,4,5,4,AI + human (hybrid),"Yes, definitely","Yes, willing to pay",Arabic,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
74,Low_Need_Indifferent,0,0,21-24,Expatriate resident,Abu Dhabi,In college or university,Male,Never,1,Somewhat,5,Not really,Probably not,2,3,2,Human professional only,No,No,English,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0
75,Distressed_Skeptic,0,0,15-17,Expatriate resident,Abu Dhabi,In school (middle/high school),Female,Often,7,"No, not really",2,"Yes, a lot",Not sure,3,2,2,AI on its own,Maybe,No,Both English and Arabic,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0
76,Tech_Savvy_Trusting,0,0,15-17,Expatriate resident,Sharjah,In school (middle/high school),Male,Almost always,7,"No, not really",3,Not really,Not sure,4,4,4,No preference,"Yes, definitely",No,Both English and Arabic,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0
77,Resilient_Optimizer,0,0,21-24,Expatriate resident,Dubai,In college or university,Female,Sometimes,4,Somewhat,4,Not really,Definitely,4,4,3,Human professional only,"Yes, definitely",No,English,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0
78,Tech_Savvy_Trusting,0,0,25-27,Expatriate resident,Dubai,Working professional,Male,Often,9,Not sure,3,Not at all,Definitely,3,3,4,Human professional only,Maybe,"Yes, willing to pay",Other,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0
79,Curious_Pragmatist,0,0,18-20,Expatriate resident,Ras Al Khaimah,In college or university,Prefer not to say,Often,6,Somewhat,3,Not really,Probably,3,3,2,Human professional only,Maybe,Only if free version available,Both English and Arabic,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1
80,Distressed_Skeptic,0,0,12-14,International student (short-term),Dubai,In school (middle/high school),Female,Almost always,8,Not sure,2,Not at all,Probably,2,1,1,Human professional only,"Yes, definitely",No,English,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0
81,Distressed_Skeptic,0,0,21-24,Expatriate resident,Dubai,Working professional,Male,Often,7,Somewhat,2,"Yes, a lot",Definitely not,2,1,2,Human professional only,Maybe,Only if free version available,English,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,1,1,1,0,0,1
82,Resilient_Optimizer,1,0,12-14,International student (short-term),Dubai,In school (middle/high school),Prefer not to say,Sometimes,4,"Yes, definitely",5,Somewhat,Probably not,3,5,4,AI on its own,Maybe,Only if free version available,English,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0
83,Curious_Pragmatist,0,0,12-14,Expatriate resident,Dubai,In school (middle/high school),Male,Often,7,"No, not really",3,Somewhat,Not sure,3,4,4,AI + human (hybrid),"Yes, definitely",Only if free version available,Both English and Arabic,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0
84,Distressed_Skeptic,0,0,25-27,Expatriate resident,Dubai,In college or university,Male,Almost always,7,"No, not really",1,"Yes, a lot",Probably,1,2,2,Human professional only,Maybe,No,English,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
85,Tech_Savvy_Trusting,0,0,15-17,Expatriate resident,Abu Dhabi,In school (middle/high school),Male,Sometimes,5,Somewhat,3,Not at all,Definitely,5,4,5,No preference,"Yes, definitely","Yes, willing to pay",Other,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0
86,Low_Need_Indifferent,0,0,21-24,Expatriate resident,Dubai,Working professional,Male,Sometimes,3,Not sure,3,Somewhat,Probably not,3,3,2,AI + human (hybrid),No,No,English,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
87,Curious_Pragmatist,0,0,12-14,UAE National (Emirati),Dubai,Currently not studying or working,Prefer not to say,Sometimes,7,Somewhat,4,Not really,Definitely,3,3,3,Human professional only,Maybe,"Yes, willing to pay",Both English and Arabic,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
88,Curious_Pragmatist,0,0,18-20,International student (short-term),Sharjah,In college or university,Male,Sometimes,5,Somewhat,3,Not really,Definitely,4,3,3,AI + human (hybrid),Maybe,Only if free version available,English,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
89,Curious_Pragmatist,0,0,15-17,UAE National (Emirati),Dubai,In school (middle/high school),Male,Almost always,7,Somewhat,3,Not at all,Probably,4,3,4,No preference,Maybe,Only if free version available,Arabic,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1
90,Distressed_Skeptic,0,0,21-24,Expatriate resident,Dubai,In college or university,Female,Almost always,8,"No, not really",1,"Yes, a lot",Probably not,2,2,2,AI + human (hybrid),No,No,English,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
91,Distressed_Skeptic,0,0,18-20,Expatriate resident,Dubai,In college or university,Male,Often,9,Somewhat,2,Somewhat,Probably not,3,2,2,Human professional only,Maybe,No,English,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0
92,Tech_Savvy_Trusting,0,0,18-20,International student (short-term),Abu Dhabi,Working professional,Male,Often,8,"No, not really",3,"Yes, a lot",Probably not,5,5,4,Human professional only,"Yes, definitely","Yes, willing to pay",English,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1
93,Curious_Pragmatist,0,0,15-17,International student (short-term),Abu Dhabi,In school (middle/high school),Female,Sometimes,7,Somewhat,3,Not really,Definitely,4,3,3,AI on its own,No,"Yes, willing to pay",Both English and Arabic,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,1,1
94,Curious_Pragmatist,0,0,15-17,Expatriate resident,Sharjah,In school (middle/high school),Female,Sometimes,6,Somewhat,4,Somewhat,Definitely,5,3,4,AI + human (hybrid),Maybe,Not sure,Both English and Arabic,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0
95,Curious_Pragmatist,0,0,18-20,Expatriate resident,Dubai,In college or university,Female,Rarely,5,Not sure,4,Not really,Probably,4,3,3,AI + human (hybrid),No,Only if free version available,Both English and Arabic,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
96,Low_Need_Indifferent,0,0,21-24,Expatriate resident,Dubai,In college or university,Female,Sometimes,1,Somewhat,4,Not really,Definitely not,2,3,2,AI + human (hybrid),Maybe,Not sure,English,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0
97,Distressed_Skeptic,0,0,25-27,Expatriate resident,Dubai,Working professional,Male,Almost always,7,"No, not really",3,"Yes, a lot",Probably,3,2,2,AI + human (hybrid),No,No,Both English and Arabic,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
98,Curious_Pragmatist,0,0,18-20,Expatriate resident,Umm Al Quwain,In college or university,Male,Rarely,6,"No, not really",4,Not really,Definitely,3,2,4,AI + human (hybrid),No,"Yes, willing to pay",Both English and Arabic,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
99,Distressed_Skeptic,0,0,15-17,UAE National (Emirati),Dubai,Currently not studying or working,Female,Often,7,"Yes, definitely",2,Somewhat,Probably,3,2,2,AI + human (hybrid),No,No,Both English and Arabic,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1
100,Distressed_Skeptic,0,0,21-24,Expatriate resident,Sharjah,Working professional,Male,Sometimes,7,Somewhat,2,Somewhat,Definitely not,1,2,1,Human professional only,No,"Yes, willing to pay",Both English and Arabic,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
101,Resilient_Optimizer,1,0,18-20,Other,Dubai,In college or university,Male,Sometimes,8,"No, not really",5,Somewhat,Probably not,4,4,4,No preference,"Yes, definitely",Only if free version available,Both English and Arabic,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0
102,Low_Need_Indifferent,0,0,15-17,Other,Fujairah,In school (middle/high school),Male,Never,3,Somewhat,3,Not really,Not sure,3,4,2,No preference,No,Not sure,Both English and Arabic,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1
103,Curious_Pragmatist,0,0,12-14,International student (short-term),Dubai,In school (middle/high school),Female,Sometimes,5,Somewhat,4,"Yes, a lot",Probably,4,3,2,AI on its own,"Yes, definitely",No,English,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0
104,Curious_Pragmatist,0,0,15-17,Expatriate resident,Sharjah,In school (middle/high school),Prefer not to say,Almost always,8,Somewhat,3,Not really,Probably,4,4,4,AI + human (hybrid),"Yes, definitely",Not sure,English,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0
105,Tech_Savvy_Trusting,0,0,18-20,Expatriate resident,Abu Dhabi,In college or university,Male,Never,6,"Yes, definitely",2,Somewhat,Definitely,4,5,5,No preference,"Yes, definitely","Yes, willing to pay",Other,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
106,Curious_Pragmatist,0,0,25-27,Expatriate resident,Abu Dhabi,Working professional,Female,Rarely,6,"No, not really",3,Not at all,Definitely,3,4,4,AI on its own,Maybe,Only if free version available,English,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1
107,Low_Need_Indifferent,0,0,25-27,UAE National (Emirati),Sharjah,Working professional,Male,Sometimes,3,Somewhat,3,Not at all,Not sure,2,3,1,AI + human (hybrid),No,Only if free version available,Both English and Arabic,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1
108,Low_Need_Indifferent,0,0,15-17,UAE National (Emirati),Abu Dhabi,Currently not studying or working,Male,Never,3,Not sure,3,Somewhat,Not sure,3,2,1,No preference,No,Not sure,Both English and Arabic,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0
109,Curious_Pragmatist,0,0,25-27,Expatriate resident,Ajman,Both studying and working,Male,Often,4,"No, not really",3,Not really,Definitely,4,4,2,Human professional only,No,Only if free version available,Both English and Arabic,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
110,Curious_Pragmatist,0,0,15-17,Expatriate resident,Abu Dhabi,In school (middle/high school),Female,Almost always,7,"Yes, definitely",1,Not really,Probably,3,4,4,No preference,Maybe,No,Both English and Arabic,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0
111,Tech_Savvy_Trusting,1,0,25-27,Expatriate resident,Ajman,Working professional,Female,Sometimes,5,"No, not really",4,Not at all,Definitely,4,4,5,No preference,"Yes, definitely",Only if free version available,English,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0
112,Tech_Savvy_Trusting,0,0,21-24,Expatriate resident,Umm Al Quwain,Working professional,Male,Sometimes,6,"Yes, definitely",3,"Yes, a lot",Definitely,5,5,5,Human professional only,"Yes, definitely","Yes, willing to pay",Both English and Arabic,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0
113,Distressed_Skeptic,0,0,12-14,Expatriate resident,Abu Dhabi,In school (middle/high school),Female,Rarely,8,"No, not really",2,Somewhat,Probably not,1,2,1,Human professional only,No,No,Both English and Arabic,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
114,Resilient_Optimizer,0,0,25-27,Expatriate resident,Dubai,Working professional,Male,Often,4,"Yes, definitely",4,Not at all,Probably,4,3,4,Human professional only,"Yes, definitely",Only if free version available,English,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0
115,Distressed_Skeptic,0,0,25-27,Expatriate resident,Dubai,Working professional,Female,Often,7,"No, not really",3,Not really,Definitely,2,1,2,AI on its own,Maybe,No,Both English and Arabic,1,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
116,Low_Need_Indifferent,1,0,18-20,International student (short-term),Sharjah,In college or university,Female,Rarely,7,Somewhat,3,Somewhat,Probably not,2,2,2,Human professional only,No,Only if free version available,English,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1
117,Tech_Savvy_Trusting,0,0,25-27,International student (short-term),Abu Dhabi,Working professional,Female,Rarely,6,"No, not really",2,Not really,Probably,5,5,5,AI on its own,"Yes, definitely",No,English,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1
118,Distressed_Skeptic,0,0,12-14,UAE National (Emirati),Dubai,In school (middle/high school),Prefer not to say,Often,8,"No, not really",2,"Yes, a lot",Probably,2,1,3,AI + human (hybrid),No,No,Both English and Arabic,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0
119,Curious_Pragmatist,1,0,12-14,Expatriate resident,Ajman,In school (middle/high school),Prefer not to say,Never,2,"Yes, definitely",3,Not really,Definitely,4,4,4,AI + human (hybrid),"Yes, definitely",No,English,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0
120,Tech_Savvy_Trusting,0,1,18-20,Expatriate resident,Dubai,In college or university,Male,Often,7,"No, not really",2,Somewhat,Probably,5,5,5,No preference,"Yes, definitely",Only if free version available,English,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
121,Distressed_Skeptic,0,0,18-20,Expatriate resident,Dubai,Currently not studying or working,Female,Often,7,"No, not really",2,"Yes, a lot",Definitely,1,2,1,Human professional only,No,No,Both English and Arabic,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1
122,Low_Need_Indifferent,0,0,15-17,Expatriate resident,Fujairah,Both studying and working,Male,Sometimes,2,Not sure,4,"Yes, a lot",Probably not,2,2,2,Human professional only,No,Only if free version available,English,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0
123,Tech_Savvy_Trusting,0,0,15-17,Expatriate resident,Abu Dhabi,In school (middle/high school),Male,Sometimes,6,"No, not really",3,Not at all,Definitely,4,5,4,AI + human (hybrid),"Yes, definitely","Yes, willing to pay",Both English and Arabic,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
124,Curious_Pragmatist,1,0,25-27,Expatriate resident,Sharjah,Working professional,Female,Sometimes,3,Somewhat,2,Not at all,Probably,4,5,5,AI on its own,Maybe,"Yes, willing to pay",Arabic,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1
125,Low_Need_Indifferent,0,0,25-27,UAE National (Emirati),Abu Dhabi,In college or university,Male,Sometimes,2,Not sure,5,Not really,Definitely not,1,4,4,AI on its own,No,No,Both English and Arabic,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
126,Distressed_Skeptic,0,0,25-27,International student (short-term),Dubai,Working professional,Male,Almost always,5,Somewhat,2,"Yes, a lot",Probably not,2,2,2,AI + human (hybrid),No,No,English,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1
